ID,Husband_Education,Husband_Race,Couple_Race,Duration,Divorce
1837,Less than 12 years,Other Ethnic Groups,Same-Race,46.138,0
1841,12-15 years,Other Ethnic Groups,Same-Race,21.44,0
1843,12-15 years,Other Ethnic Groups,Same-Race,17.002,1
1846,Less than 12 years,Other Ethnic Groups,Same-Race,53.405,0
1852,12-15 years,Other Ethnic Groups,Same-Race,9.166,1
1853,12-15 years,Other Ethnic Groups,Same-Race,10.831,0
1861,16+ years,Other Ethnic Groups,Same-Race,5.038,0
1867,Less than 12 years,Other Ethnic Groups,Same-Race,10.182,0
1868,Less than 12 years,Other Ethnic Groups,Same-Race,23.348,0
1870,12-15 years,Other Ethnic Groups,Same-Race,10.1655,1
1872,Less than 12 years,Other Ethnic Groups,Same-Race,35.001,0
1877,12-15 years,Other Ethnic Groups,Same-Race,.561,0
1879,12-15 years,Other Ethnic Groups,Same-Race,43.08,0
1881,12-15 years,Other Ethnic Groups,Same-Race,12.241,0
1883,16+ years,Other Ethnic Groups,Same-Race,3.874,0
1887,Less than 12 years,Other Ethnic Groups,Same-Race,6.023,0
1890,12-15 years,Other Ethnic Groups,Same-Race,.912,1
1895,12-15 years,Other Ethnic Groups,Same-Race,.767,0
1902,12-15 years,Other Ethnic Groups,Same-Race,8.75,1
1921,Less than 12 years,Other Ethnic Groups,Same-Race,4.331,0
1924,Less than 12 years,Other Ethnic Groups,Same-Race,13.999,0
1934,12-15 years,Other Ethnic Groups,Same-Race,15.559,0
1943,12-15 years,Other Ethnic Groups,Same-Race,17.331,0
1945,12-15 years,Other Ethnic Groups,Same-Race,15.559,0
1948,12-15 years,Other Ethnic Groups,Same-Race,6.5815,1
1955,Less than 12 years,Other Ethnic Groups,Same-Race,6.086,1
1964,Less than 12 years,Other Ethnic Groups,Same-Race,4.419,1
1969,12-15 years,Other Ethnic Groups,Same-Race,5.914,1
1976,Less than 12 years,Other Ethnic Groups,Same-Race,36.356,0
1981,12-15 years,Other Ethnic Groups,Same-Race,.608,1
1985,Less than 12 years,Other Ethnic Groups,Same-Race,24.999,0
1987,Less than 12 years,Other Ethnic Groups,Same-Race,6.2505,1
1994,12-15 years,Other Ethnic Groups,Same-Race,16.726,0
1996,12-15 years,Other Ethnic Groups,Same-Race,11.833,0
1999,12-15 years,Other Ethnic Groups,Same-Race,29.823,0
2001,12-15 years,Other Ethnic Groups,Same-Race,5.9195,1
2005,Less than 12 years,Other Ethnic Groups,Mixed-Race,9.662,0
2031,12-15 years,Other Ethnic Groups,Same-Race,40.597,0
2034,12-15 years,Other Ethnic Groups,Same-Race,40.597,0
2036,12-15 years,Other Ethnic Groups,Same-Race,.9745,1
2042,Less than 12 years,Other Ethnic Groups,Same-Race,7.313,1
2049,Less than 12 years,Other Ethnic Groups,Same-Race,3.526,0
2051,Less than 12 years,Other Ethnic Groups,Same-Race,29.999,0
2064,16+ years,Other Ethnic Groups,Same-Race,11.584,0
2067,Less than 12 years,Other Ethnic Groups,Same-Race,18.998,0
2069,Less than 12 years,Other Ethnic Groups,Same-Race,31.017,0
2073,Less than 12 years,Other Ethnic Groups,Same-Race,24.4035,1
2075,Less than 12 years,Other Ethnic Groups,Same-Race,55.915,0
2078,Less than 12 years,Other Ethnic Groups,Same-Race,55.915,0
2081,16+ years,Other Ethnic Groups,Same-Race,7.406,1
2083,12-15 years,Other Ethnic Groups,Same-Race,1.9985,1
2085,12-15 years,Other Ethnic Groups,Same-Race,18.374,0
2091,12-15 years,Other Ethnic Groups,Same-Race,28.501,0
2093,16+ years,Other Ethnic Groups,Same-Race,21.829,0
2095,16+ years,Other Ethnic Groups,Same-Race,24,0
2098,16+ years,Other Ethnic Groups,Same-Race,24,0
2101,12-15 years,Other Ethnic Groups,Same-Race,38.215,0
2107,Less than 12 years,Other Ethnic Groups,Same-Race,18.3765,1
2117,Less than 12 years,Other Ethnic Groups,Same-Race,19.347,1
2119,12-15 years,Other Ethnic Groups,Same-Race,21.591,1
2122,16+ years,Other Ethnic Groups,Same-Race,21.591,1
2126,12-15 years,Other Ethnic Groups,Same-Race,32.033,0
2128,16+ years,Other Ethnic Groups,Same-Race,27.42,0
2132,16+ years,Other Ethnic Groups,Same-Race,46.36,0
2136,12-15 years,Other Ethnic Groups,Same-Race,3.918,1
2139,12-15 years,Other Ethnic Groups,Same-Race,5.251,1
2141,12-15 years,Other Ethnic Groups,Same-Race,1.793,0
2148,12-15 years,Other Ethnic Groups,Same-Race,24.025,0
2149,12-15 years,Other Ethnic Groups,Same-Race,24.025,0
2151,16+ years,Other Ethnic Groups,Same-Race,25.555,0
2154,16+ years,Other Ethnic Groups,Same-Race,21.591,0
2157,12-15 years,Other Ethnic Groups,Same-Race,23.639,0
2163,16+ years,Other Ethnic Groups,Same-Race,32.394,0
2167,16+ years,Other Ethnic Groups,Same-Race,1.114,0
2175,12-15 years,Other Ethnic Groups,Same-Race,34.001,0
2177,Less than 12 years,Black,Same-Race,30.094,0
2179,Less than 12 years,Black,Same-Race,45.944,0
2181,Less than 12 years,Other Ethnic Groups,Same-Race,24.794,1
2183,12-15 years,Other Ethnic Groups,Same-Race,39.959,0
2186,12-15 years,Other Ethnic Groups,Same-Race,38.702,0
2190,Less than 12 years,Other Ethnic Groups,Same-Race,5.812,0
2192,Less than 12 years,Other Ethnic Groups,Same-Race,5.3335,1
2195,16+ years,Other Ethnic Groups,Same-Race,57.919,0
2198,12-15 years,Other Ethnic Groups,Same-Race,3.003,0
2200,Less than 12 years,Black,Same-Race,15.5465,1
2203,Less than 12 years,Black,Same-Race,11.671,0
2208,12-15 years,Other Ethnic Groups,Same-Race,13.498,0
2211,Less than 12 years,Other Ethnic Groups,Same-Race,6.483,1
2215,Less than 12 years,Other Ethnic Groups,Same-Race,.991,0
2223,16+ years,Other Ethnic Groups,Same-Race,13.807,0
2225,Less than 12 years,Other Ethnic Groups,Same-Race,18.01,0
2227,Less than 12 years,Other Ethnic Groups,Mixed-Race,15.707,0
2235,12-15 years,Other Ethnic Groups,Same-Race,28.252,0
2239,Less than 12 years,Other Ethnic Groups,Same-Race,1.714,0
2246,12-15 years,Other Ethnic Groups,Same-Race,1.328,1
2256,12-15 years,Other Ethnic Groups,Same-Race,10.2505,1
2259,12-15 years,Other Ethnic Groups,Same-Race,18.122,1
2260,Less than 12 years,Other Ethnic Groups,Same-Race,3.548,0
2262,12-15 years,Other Ethnic Groups,Same-Race,12.723,0
2266,Less than 12 years,Other Ethnic Groups,Same-Race,13.1005,1
2271,12-15 years,Other Ethnic Groups,Same-Race,3.548,0
2274,16+ years,Other Ethnic Groups,Same-Race,31.5945,1
2279,Less than 12 years,Other Ethnic Groups,Same-Race,8.063,0
2295,12-15 years,Other Ethnic Groups,Same-Race,25.7495,1
2298,16+ years,Other Ethnic Groups,Same-Race,30.251,0
2317,Less than 12 years,Other Ethnic Groups,Same-Race,44.131,0
2321,Less than 12 years,Other Ethnic Groups,Same-Race,6.869,1
2322,12-15 years,Other Ethnic Groups,Same-Race,7.2715,1
2324,Less than 12 years,Black,Same-Race,22.7995,1
2328,12-15 years,Black,Same-Race,8.9145,1
2348,12-15 years,Black,Same-Race,23.488,0
2350,Less than 12 years,Other Ethnic Groups,Same-Race,30.166,0
2352,12-15 years,Other Ethnic Groups,Same-Race,11.001,1
2358,12-15 years,Other Ethnic Groups,Same-Race,31.0005,1
2361,16+ years,Other Ethnic Groups,Same-Race,14.842,0
2367,16+ years,Other Ethnic Groups,Same-Race,8.11,0
2370,Less than 12 years,Black,Same-Race,50.919,0
2375,16+ years,Black,Same-Race,9.719,0
2377,Less than 12 years,Black,Same-Race,22.4995,1
2379,Less than 12 years,Other Ethnic Groups,Same-Race,23.7505,1
2382,Less than 12 years,Other Ethnic Groups,Same-Race,38.33,0
2384,Less than 12 years,Other Ethnic Groups,Same-Race,31.373,0
2389,12-15 years,Other Ethnic Groups,Same-Race,6.048,0
2398,16+ years,Other Ethnic Groups,Same-Race,3.0005,1
2401,16+ years,Other Ethnic Groups,Same-Race,4.9885,1
2405,16+ years,Other Ethnic Groups,Same-Race,1.93,1
2407,12-15 years,Other Ethnic Groups,Same-Race,20.167,1
2410,12-15 years,Other Ethnic Groups,Same-Race,20.3315,1
2415,Less than 12 years,Other Ethnic Groups,Same-Race,5.993,0
2428,12-15 years,Other Ethnic Groups,Same-Race,2.0805,1
2432,12-15 years,Other Ethnic Groups,Same-Race,15.116,0
2434,16+ years,Other Ethnic Groups,Same-Race,20.381,0
2437,12-15 years,Other Ethnic Groups,Same-Race,21.832,0
2439,12-15 years,Other Ethnic Groups,Same-Race,46.806,0
2440,16+ years,Other Ethnic Groups,Same-Race,8.843,0
2446,12-15 years,Other Ethnic Groups,Same-Race,11.444,0
2453,12-15 years,Other Ethnic Groups,Same-Race,6.738,1
2455,16+ years,Other Ethnic Groups,Same-Race,3.838,0
2458,12-15 years,Other Ethnic Groups,Same-Race,30.185,0
2462,Less than 12 years,Other Ethnic Groups,Same-Race,3.42,1
2473,Less than 12 years,Other Ethnic Groups,Same-Race,23.422,0
2482,12-15 years,Other Ethnic Groups,Same-Race,36.474,0
2485,12-15 years,Other Ethnic Groups,Same-Race,36.474,0
2487,12-15 years,Other Ethnic Groups,Same-Race,42.924,0
2490,12-15 years,Other Ethnic Groups,Same-Race,42.924,0
2502,12-15 years,Other Ethnic Groups,Same-Race,30.913,0
2504,16+ years,Other Ethnic Groups,Same-Race,32.986,0
2508,16+ years,Other Ethnic Groups,Same-Race,5.752,0
2515,Less than 12 years,Other Ethnic Groups,Same-Race,.548,0
2518,16+ years,Other Ethnic Groups,Same-Race,22.664,0
2520,12-15 years,Other Ethnic Groups,Same-Race,38.595,0
2523,12-15 years,Other Ethnic Groups,Same-Race,38.587,0
2528,12-15 years,Other Ethnic Groups,Same-Race,18.404,0
2546,12-15 years,Other Ethnic Groups,Same-Race,16.504,0
2548,12-15 years,Other Ethnic Groups,Same-Race,42.834,0
2556,Less than 12 years,Other Ethnic Groups,Same-Race,4.838,0
2558,12-15 years,Other Ethnic Groups,Same-Race,11.332,1
2563,16+ years,Other Ethnic Groups,Same-Race,4.838,0
2566,16+ years,Other Ethnic Groups,Same-Race,45.626,0
2568,16+ years,Other Ethnic Groups,Same-Race,32.83,0
2572,12-15 years,Other Ethnic Groups,Same-Race,12.172,0
2578,12-15 years,Other Ethnic Groups,Same-Race,13.194,0
2581,12-15 years,Other Ethnic Groups,Same-Race,12.172,0
2587,12-15 years,Other Ethnic Groups,Same-Race,11.047,0
2589,Less than 12 years,Other Ethnic Groups,Same-Race,46.333,0
2592,Less than 12 years,Other Ethnic Groups,Same-Race,45.749,0
2594,12-15 years,Other Ethnic Groups,Same-Race,35.584,0
2597,12-15 years,Other Ethnic Groups,Same-Race,28.999,0
2598,12-15 years,Other Ethnic Groups,Same-Race,23.702,0
2602,Less than 12 years,Black,Same-Race,50.084,0
2604,Less than 12 years,Black,Same-Race,6.001,0
2610,12-15 years,Black,Same-Race,4,0
2612,12-15 years,Other Ethnic Groups,Same-Race,15.7385,1
2616,12-15 years,Other Ethnic Groups,Same-Race,5.266,1
2619,Less than 12 years,Other Ethnic Groups,Same-Race,49.588,0
2621,12-15 years,Other Ethnic Groups,Same-Race,12.419,1
2624,16+ years,Other Ethnic Groups,Same-Race,3.001,1
2628,16+ years,Other Ethnic Groups,Same-Race,22.667,0
2630,16+ years,Other Ethnic Groups,Same-Race,25.027,0
2632,12-15 years,Other Ethnic Groups,Same-Race,24.003,0
2634,12-15 years,Other Ethnic Groups,Same-Race,39.023,0
2636,12-15 years,Other Ethnic Groups,Same-Race,29.218,0
2638,12-15 years,Other Ethnic Groups,Same-Race,14.638,1
2647,Less than 12 years,Other Ethnic Groups,Same-Race,7.551,0
2656,12-15 years,Other Ethnic Groups,Same-Race,10.9155,1
2660,12-15 years,Other Ethnic Groups,Same-Race,15.422,0
2662,12-15 years,Other Ethnic Groups,Same-Race,9.139,0
2664,16+ years,Other Ethnic Groups,Same-Race,43.929,0
2668,12-15 years,Other Ethnic Groups,Same-Race,6.505,1
2671,12-15 years,Other Ethnic Groups,Same-Race,30.546,0
2674,16+ years,Other Ethnic Groups,Same-Race,58.916,0
2676,Less than 12 years,Other Ethnic Groups,Same-Race,5.667,1
2679,Less than 12 years,Other Ethnic Groups,Same-Race,22.935,0
2682,Less than 12 years,Other Ethnic Groups,Same-Race,12.999,1
2684,12-15 years,Black,Same-Race,21.999,0
2688,Less than 12 years,Other Ethnic Groups,Same-Race,45.437,0
2690,Less than 12 years,Other Ethnic Groups,Same-Race,14.998,0
2698,Less than 12 years,Other Ethnic Groups,Same-Race,62.861,0
2700,Less than 12 years,Other Ethnic Groups,Same-Race,32.079,0
2701,12-15 years,Other Ethnic Groups,Same-Race,9.914,0
2702,16+ years,Other Ethnic Groups,Same-Race,6.152,0
2703,12-15 years,Other Ethnic Groups,Same-Race,7.42,1
2705,Less than 12 years,Other Ethnic Groups,Same-Race,35.937,0
2708,Less than 12 years,Other Ethnic Groups,Same-Race,38.001,0
2712,Less than 12 years,Other Ethnic Groups,Same-Race,32.186,0
2714,12-15 years,Other Ethnic Groups,Same-Race,19.997,0
2716,12-15 years,Black,Same-Race,5.013,1
2719,12-15 years,Other Ethnic Groups,Same-Race,39.001,0
2727,Less than 12 years,Other Ethnic Groups,Same-Race,5.86,0
2729,12-15 years,Other Ethnic Groups,Same-Race,29.35,0
2737,Less than 12 years,Other Ethnic Groups,Same-Race,27.997,0
2739,12-15 years,Other Ethnic Groups,Same-Race,2.001,0
2742,Less than 12 years,Other Ethnic Groups,Same-Race,30.749,0
2747,12-15 years,Other Ethnic Groups,Same-Race,5.503,1
2752,Less than 12 years,Other Ethnic Groups,Same-Race,8.246,1
2754,16+ years,Other Ethnic Groups,Same-Race,33.919,0
2757,Less than 12 years,Other Ethnic Groups,Same-Race,54.749,0
2760,12-15 years,Other Ethnic Groups,Same-Race,11.5425,1
2762,Less than 12 years,Other Ethnic Groups,Same-Race,3.817,0
2764,Less than 12 years,Other Ethnic Groups,Same-Race,28.8025,1
2767,16+ years,Black,Same-Race,20.756,0
2772,16+ years,Other Ethnic Groups,Same-Race,27.937,0
2775,12-15 years,Other Ethnic Groups,Same-Race,20.55,0
2779,12-15 years,Other Ethnic Groups,Same-Race,8.8435,1
2785,12-15 years,Other Ethnic Groups,Same-Race,3.4195,1
2787,12-15 years,Other Ethnic Groups,Same-Race,2.1685,1
2795,Less than 12 years,Other Ethnic Groups,Same-Race,3.639,0
2801,12-15 years,Other Ethnic Groups,Same-Race,8.523,0
2804,16+ years,Other Ethnic Groups,Same-Race,31.477,1
2811,12-15 years,Other Ethnic Groups,Same-Race,19.833,1
2817,12-15 years,Other Ethnic Groups,Same-Race,1.8315,1
2827,12-15 years,Other Ethnic Groups,Same-Race,5.166,1
2829,Less than 12 years,Other Ethnic Groups,Same-Race,1.199,1
2834,Less than 12 years,Other Ethnic Groups,Same-Race,1.336,1
2838,Less than 12 years,Other Ethnic Groups,Same-Race,22.322,0
2842,12-15 years,Other Ethnic Groups,Same-Race,42.604,0
2849,Less than 12 years,Other Ethnic Groups,Same-Race,31.138,0
2854,Less than 12 years,Other Ethnic Groups,Same-Race,7.496,0
2858,Less than 12 years,Other Ethnic Groups,Same-Race,54.338,0
2861,Less than 12 years,Other Ethnic Groups,Same-Race,54.001,0
2863,16+ years,Other Ethnic Groups,Same-Race,13.585,0
2873,Less than 12 years,Other Ethnic Groups,Same-Race,37.823,0
2877,12-15 years,Black,Same-Race,24.994,0
2879,12-15 years,Other Ethnic Groups,Same-Race,39.05,0
2880,12-15 years,Other Ethnic Groups,Same-Race,1.999,0
2882,12-15 years,Other Ethnic Groups,Same-Race,1.002,0
2893,Less than 12 years,Other Ethnic Groups,Same-Race,14.771,0
2903,Less than 12 years,Other Ethnic Groups,Same-Race,1.673,1
2904,16+ years,Other Ethnic Groups,Same-Race,13.916,0
2907,16+ years,Other Ethnic Groups,Same-Race,8.991,0
2910,Less than 12 years,Other Ethnic Groups,Same-Race,10.245,1
2913,Less than 12 years,Other Ethnic Groups,Same-Race,15.915,1
2915,Less than 12 years,Other Ethnic Groups,Same-Race,41.999,0
2918,Less than 12 years,Other Ethnic Groups,Same-Race,41.999,0
2927,12-15 years,Other Ethnic Groups,Same-Race,40.903,0
2937,12-15 years,Other Ethnic Groups,Same-Race,5.818,0
2938,12-15 years,Other Ethnic Groups,Same-Race,5.999,0
2941,12-15 years,Other Ethnic Groups,Same-Race,10.664,1
2943,12-15 years,Other Ethnic Groups,Same-Race,11.502,1
2944,16+ years,Other Ethnic Groups,Same-Race,41.173,0
2947,12-15 years,Other Ethnic Groups,Same-Race,17.889,0
2950,12-15 years,Other Ethnic Groups,Same-Race,25.221,0
2953,12-15 years,Other Ethnic Groups,Same-Race,22.782,0
2955,12-15 years,Other Ethnic Groups,Same-Race,40.107,0
2959,16+ years,Other Ethnic Groups,Same-Race,11.693,0
2964,16+ years,Other Ethnic Groups,Same-Race,4.323,0
2966,16+ years,Other Ethnic Groups,Same-Race,3.995,0
2967,16+ years,Other Ethnic Groups,Same-Race,6.062,0
2968,16+ years,Other Ethnic Groups,Same-Race,10.116,0
2970,16+ years,Other Ethnic Groups,Same-Race,1.588,1
2976,16+ years,Other Ethnic Groups,Same-Race,7.064,0
2979,12-15 years,Other Ethnic Groups,Same-Race,23.496,0
2983,12-15 years,Other Ethnic Groups,Same-Race,20.523,1
2985,Less than 12 years,Other Ethnic Groups,Same-Race,44.58,0
2987,Less than 12 years,Other Ethnic Groups,Same-Race,31.42,0
2990,Less than 12 years,Other Ethnic Groups,Same-Race,31.42,0
2996,12-15 years,Other Ethnic Groups,Same-Race,7.0445,1
2998,Less than 12 years,Other Ethnic Groups,Same-Race,31.441,0
2999,12-15 years,Other Ethnic Groups,Same-Race,6.111,0
3002,12-15 years,Other Ethnic Groups,Same-Race,24.646,0
3005,Less than 12 years,Other Ethnic Groups,Same-Race,27.918,1
3009,12-15 years,Other Ethnic Groups,Same-Race,12.178,1
3018,12-15 years,Other Ethnic Groups,Same-Race,2.897,0
3019,Less than 12 years,Other Ethnic Groups,Same-Race,1.084,1
3026,12-15 years,Other Ethnic Groups,Same-Race,2.5875,1
3038,16+ years,Other Ethnic Groups,Same-Race,9.922,0
3040,12-15 years,Other Ethnic Groups,Same-Race,18.998,0
3044,12-15 years,Other Ethnic Groups,Same-Race,17.706,0
3052,12-15 years,Other Ethnic Groups,Same-Race,2.867,0
3059,Less than 12 years,Black,Same-Race,41.848,0
3062,Less than 12 years,Black,Same-Race,41.848,0
3067,Less than 12 years,Black,Same-Race,6.834,1
3074,Less than 12 years,Black,Same-Race,7.504,0
3082,12-15 years,Other Ethnic Groups,Same-Race,19.759,1
3084,12-15 years,Other Ethnic Groups,Same-Race,6.694,0
3085,Less than 12 years,Other Ethnic Groups,Same-Race,3.636,0
3089,Less than 12 years,Other Ethnic Groups,Same-Race,50.007,0
3091,Less than 12 years,Other Ethnic Groups,Same-Race,44.235,0
3093,Less than 12 years,Other Ethnic Groups,Same-Race,29.246,0
3102,Less than 12 years,Other Ethnic Groups,Same-Race,8.572,0
3103,12-15 years,Other Ethnic Groups,Same-Race,7.51,0
3106,Less than 12 years,Other Ethnic Groups,Same-Race,52.578,0
3110,Less than 12 years,Other Ethnic Groups,Same-Race,23.411,0
3112,12-15 years,Other Ethnic Groups,Same-Race,4.706,0
3114,12-15 years,Other Ethnic Groups,Same-Race,16.016,0
3119,12-15 years,Other Ethnic Groups,Same-Race,14.842,0
3123,16+ years,Other Ethnic Groups,Same-Race,18.349,0
3131,16+ years,Other Ethnic Groups,Same-Race,18.349,0
3134,12-15 years,Other Ethnic Groups,Same-Race,30.998,0
3136,Less than 12 years,Other Ethnic Groups,Same-Race,2.428,0
3144,12-15 years,Other Ethnic Groups,Same-Race,8.085,1
3151,Less than 12 years,Other Ethnic Groups,Same-Race,5.708,0
3154,16+ years,Other Ethnic Groups,Same-Race,9.752,0
3158,12-15 years,Other Ethnic Groups,Same-Race,19.414,1
3164,12-15 years,Other Ethnic Groups,Same-Race,7.504,0
3165,12-15 years,Other Ethnic Groups,Same-Race,21.741,0
3167,12-15 years,Other Ethnic Groups,Same-Race,45.867,0
3173,12-15 years,Other Ethnic Groups,Same-Race,15.784,0
3180,12-15 years,Other Ethnic Groups,Same-Race,18.664,0
3181,Less than 12 years,Other Ethnic Groups,Same-Race,1.697,0
3184,16+ years,Other Ethnic Groups,Same-Race,21.903,0
3187,Less than 12 years,Other Ethnic Groups,Same-Race,20.9175,1
3192,12-15 years,Other Ethnic Groups,Same-Race,14.051,0
3202,12-15 years,Other Ethnic Groups,Same-Race,1.254,1
3206,Less than 12 years,Black,Same-Race,22.376,0
3224,16+ years,Other Ethnic Groups,Same-Race,12.939,0
3227,Less than 12 years,Other Ethnic Groups,Same-Race,3.001,0
3237,Less than 12 years,Other Ethnic Groups,Same-Race,14.163,1
3243,16+ years,Other Ethnic Groups,Same-Race,22.919,0
3245,12-15 years,Other Ethnic Groups,Same-Race,14.749,1
3249,16+ years,Other Ethnic Groups,Same-Race,11.047,0
3254,12-15 years,Other Ethnic Groups,Same-Race,2.634,0
3258,16+ years,Other Ethnic Groups,Same-Race,7.466,0
3261,Less than 12 years,Other Ethnic Groups,Same-Race,6.6815,1
3266,12-15 years,Other Ethnic Groups,Same-Race,24.723,0
3272,12-15 years,Other Ethnic Groups,Same-Race,12.9915,1
3280,12-15 years,Other Ethnic Groups,Same-Race,9.517,0
3289,12-15 years,Other Ethnic Groups,Same-Race,24.723,0
3291,16+ years,Other Ethnic Groups,Same-Race,22.686,0
3296,Less than 12 years,Other Ethnic Groups,Same-Race,49.999,0
3298,Less than 12 years,Other Ethnic Groups,Same-Race,50.864,0
3301,12-15 years,Other Ethnic Groups,Same-Race,37.517,0
3304,12-15 years,Other Ethnic Groups,Same-Race,12.183,0
3305,12-15 years,Other Ethnic Groups,Same-Race,3.984,0
3308,12-15 years,Other Ethnic Groups,Same-Race,43.874,0
3311,Less than 12 years,Other Ethnic Groups,Same-Race,67.255,0
3316,12-15 years,Other Ethnic Groups,Same-Race,15.718,0
3322,Less than 12 years,Other Ethnic Groups,Same-Race,20.843,0
3329,12-15 years,Other Ethnic Groups,Same-Race,9.873,0
3335,12-15 years,Other Ethnic Groups,Same-Race,33.415,0
3338,12-15 years,Other Ethnic Groups,Same-Race,19.997,0
3342,Less than 12 years,Other Ethnic Groups,Same-Race,28.999,0
3345,Less than 12 years,Other Ethnic Groups,Same-Race,41.251,0
3347,12-15 years,Other Ethnic Groups,Same-Race,38.943,0
